都府県振興局,観測所番号,種類,観測所名,ｶﾀｶﾅ名,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2,経度,緯度,,2400分割,3600分割,,480分割,720分割
ｵﾎｰﾂｸ,17776,雨,津別二又,ﾂﾍﾞﾂﾌﾀﾏﾀ,網走郡津別町二又,43,35,143,51.9,210,－,－,平17.11.4,－,－,143.865,43.58333333,,1909,2830,,381,566
根室,18038,四,羅臼,ﾗｳｽ,目梨郡羅臼町栄町,44,1.4,145,11.2,15,9.5,1.5,平17.11.1,18925,－,145.1866667,44.02333333,,2014,2882,,402,576
根室,18091,雨,糸櫛別,ｲﾄｸｼﾍﾞﾂ,標津郡標津町川北糸櫛別,43,43.3,144,59.3,115,－,－,昭53.7.28,－,－,144.9883333,43.72166667,,1999,2846,,399,569
根室,18136,四,標津,ｼﾍﾞﾂ,標津郡標津町北2条西,43,39.7,145,7.9,3,8,2.2,#昭52.10.18,－,－,145.1316667,43.66166667,,2010,2839,,402,567
根室,18161,四,上標津,ｶﾐｼﾍﾞﾂ,標津郡中標津町上標津,43,31.2,144,44.8,181,6.5,2.2,平15.10.16,－,－,144.7466667,43.52,,1979,2822,,395,564
根室,18171,四,中標津,ﾅｶｼﾍﾞﾂ,標津郡中標津町桜ヶ丘,43,32.6,144,58.7,50,6.5,1.5,#昭52.10.18,18910,－,144.9783333,43.54333333,,1998,2825,,399,565
根室,18174,官,根室中標津,ﾈﾑﾛﾅｶｼﾍﾞﾂ,標津郡中標津町北中　中標津航空気象観測所,43,34.6,144,57.6,65,10,－,平15.1.1,18930,日照を除く,144.96,43.57666667,,1996,2829,,399,565
根室,18256,四,別海,ﾍﾞﾂｶｲ,野付郡別海町川上町,43,22.9,145,7.1,23,10,2.2,#昭52.10.14,18915,－,145.1183333,43.38166667,,2009,2805,,401,561
根室,18273,官,根室,ﾈﾑﾛ,根室市弥栄町　根室特別地域気象観測所,43,19.8,145,35.1,25,29.2,－,平5.8.26,18917,－,145.585,43.33,,2046,2799,,409,559
根室,18281,四,納沙布,ﾉｻｯﾌﾟ,根室市温根元,43,23.6,145,45.5,12,6.5,1.5,(昭50.5.29)昭52.10.13,－,－,145.7583333,43.39333333,,2060,2807,,412,561
根室,18311,四,厚床,ｱｯﾄｺ,根室市西厚床,43,13.3,145,13.6,41,10,1.5,昭52.10.14,18920,－,145.2266667,43.22166667,,2018,2786,,403,557
釧路,19021,四,川湯,ｶﾜﾕ,川上郡弟子屈町川湯駅前,43,37,144,27.4,158,9.5,1.5,#昭52.10.6,19900,－,144.4566667,43.61666667,,1956,2834,,391,566
釧路,19051,四,弟子屈,ﾃｼｶｶﾞ,川上郡弟子屈町弟子屈原野,43,30.6,144,28,170,10,1.5,昭52.10.6,－,－,144.4666667,43.51,,1957,2821,,391,564
釧路,19076,四,阿寒湖畔,ｱｶﾝｺﾊﾝ,釧路市阿寒町阿寒湖温泉,43,26.2,144,5.1,450,9.9,1.5,#昭52.10.7,19910,－,144.085,43.43666667,,1926,2812,,385,562
釧路,19151,四,標茶,ｼﾍﾞﾁｬ,川上郡標茶町開運,43,17.5,144,35.2,20,10,1.5,#昭52.10.11,19915,－,144.5866667,43.29166667,,1966,2795,,393,559
釧路,19191,四,鶴居,ﾂﾙｲ,阿寒郡鶴居村鶴居東,43,13.9,144,19.5,38,6.5,1.5,昭52.10.5,19920,－,144.325,43.23166667,,1946,2787,,389,557
釧路,19261,四,中徹別,ﾅｶﾃｼﾍﾞﾂ,釧路市阿寒町徹別中央34線,43,11.9,144,8.5,80,10,1.5,#昭52.10.7,19925,－,144.1416667,43.19833333,,1931,2783,,386,556
釧路,19281,雨,塘路,ﾄｳﾛ,川上郡標茶町塘路,43,8.9,144,29.8,25,－,－,昭58.8.2,－,－,144.4966667,43.14833333,,1959,2777,,391,555
釧路,19301,雨,茶内原野,ﾁｬﾅｲｹﾞﾝﾔ,厚岸郡浜中町茶内西13線,43,10.4,144,58,70,－,－,昭59.10.1,－,－,144.9666667,43.17333333,,1997,2780,,399,556
釧路,19311,四,榊町,ｻｶｷﾏﾁ,厚岸郡浜中町榊町,43,7.2,145,6.6,2,9.5,1.5,昭52.10.12,－,－,145.11,43.12,,2008,2774,,401,554
釧路,19346,雨,阿寒,ｱｶﾝ,釧路市阿寒町中央,43,6.8,144,7.4,40,－,－,#,－,－,144.1233333,43.11333333,,1929,2773,,385,554
釧路,19347,官,鶴丘,ﾂﾙｵｶ,釧路市鶴丘　釧路航空気象観測所,43,2.4,144,11.5,95,10,－,平15.1.1,19935,日照を除く,144.1916667,43.04,,1935,2764,,387,552
釧路,19376,四,太田,ｵｵﾀ,厚岸郡厚岸町太田,43,5.4,144,46.7,85,10,1.5,昭52.10.11,19930,－,144.7783333,43.09,,1982,2770,,396,554
釧路,19406,雨,二俣,ﾌﾀﾏﾀ,釧路市音別町音別原野基線,42,58.3,143,52.5,45,－,－,昭51.6.29,－,－,143.875,42.97166667,,1910,2756,,382,551
釧路,19416,四,白糠,ｼﾗﾇｶ,白糠郡白糠町西2条北,42,58.2,144,3.7,9,10,1.5,#昭52.10.5,19940,－,144.0616667,42.97,,1924,2756,,384,551
釧路,19432,官,釧路,ｸｼﾛ,釧路市幸町　釧路地方気象台,42,59.1,144,22.6,5,66.1,－,平12.10.5,19950,－,144.3766667,42.985,,1950,2758,,390,551
釧路,19451,四,知方学,ﾁｯﾎﾟﾏﾅｲ,釧路郡釧路町仙鳳趾村知方学,42,56.3,144,44.1,149,6.6,1.5,昭53.10.27,－,－,144.735,42.93833333,,1978,2752,,395,550
十勝,20047,雨,三股,ﾐﾂﾏﾀ,河東郡上士幌町三股,43,30.6,143,8.9,660,－,－,平17.11.9,－,－,143.1483333,43.51,,1851,2821,,370,564
十勝,20071,雨,小利別,ｼｮｳﾄｼﾍﾞﾂ,足寄郡陸別町小利別本通東1条,43,35.3,143,40.8,313,－,－,昭58.8.2,－,－,143.68,43.58833333,,1894,2830,,378,566
十勝,20146,四,陸別,ﾘｸﾍﾞﾂ,足寄郡陸別町陸別原野分線,43,28.1,143,44.3,207,8.2,1.5,#昭52.10.21,20900,－,143.7383333,43.46833333,,1899,2816,,379,563
十勝,20186,四,ぬかびら源泉郷,ﾇｶﾋﾞﾗｹﾞﾝｾﾝｷｮｳ,河東郡上士幌町ぬかびら源泉郷北区,43,22,143,11.5,540,8.1,1.5,昭51.4.1,20910,－,143.1916667,43.36666667,,1855,2804,,371,560
十勝,20202,雨,柏倉,ｶｼﾜｸﾗ,足寄郡足寄町茂喜登牛,43,21.7,143,27.5,378,－,－,昭58.8.2,－,－,143.4583333,43.36166667,,1876,2803,,375,560
十勝,20222,雨,上螺湾,ｶﾐﾗﾜﾝ,足寄郡足寄町上螺湾,43,19.1,143,48.1,232,－,－,昭58.10.5,－,－,143.8016667,43.31833333,,1904,2798,,380,559
十勝,20266,四,上士幌,ｶﾐｼﾎﾛ,河東郡上士幌町東4線,43,14.1,143,18.2,295,10,1.5,#昭52.10.20,20920,－,143.3033333,43.235,,1864,2788,,372,557
十勝,20276,四,足寄,ｱｼｮﾛ,足寄郡足寄町南1条,43,14.6,143,33.2,90,10,1.5,#昭52.10.21,－,－,143.5533333,43.24333333,,1884,2789,,376,557
十勝,20331,雨,押帯,ｵｼｮｯﾌﾟ,中川郡本別町押帯,43,6.9,143,26.6,104,－,－,昭58.8.2,－,－,143.4433333,43.115,,1875,2773,,375,554
十勝,20341,四,本別,ﾎﾝﾍﾞﾂ,中川郡本別町新町,43,7.9,143,36,67,8,1.5,#昭51.3.10,20935,－,143.6,43.13166667,,1888,2775,,377,555
十勝,20356,四,新得,ｼﾝﾄｸ,上川郡新得町4条南,43,4.6,142,50.4,178,8.3,1.5,#昭52.10.24,20930,－,142.84,43.07666667,,1827,2769,,365,553
十勝,20361,四,鹿追,ｼｶｵｲ,河東郡鹿追町緑町,43,6.2,142,59.7,206,8,1.5,#昭53.10.30,－,－,142.995,43.10333333,,1839,2772,,367,554
十勝,20371,四,駒場,ｺﾏﾊﾞ,河東郡音更町駒場北町,43,3,143,11,112,10,1.5,昭52.10.20,－,－,143.1833333,43.05,,1854,2766,,370,553
十勝,20421,四,芽室,ﾒﾑﾛ,河西郡芽室町西3条南,42,54,143,2.6,90,10,1.5,#昭52.10.24,20940,－,143.0433333,42.9,,1843,2748,,368,549
十勝,20432,官,帯広,ｵﾋﾞﾋﾛ,帯広市東4条南　帯広測候所,42,55.3,143,12.7,38,－,－,平10.1.28,20943,気温、雨,143.2116667,42.92166667,,1856,2750,,371,550
十勝,20432,官,帯広,ｵﾋﾞﾋﾛ,帯広市東9条南,42,54.5,143,13.4,45,11.2,－,平10.1.28,－,風、日照,143.2233333,42.90833333,,1857,2749,,371,549
十勝,20441,四,池田,ｲｹﾀﾞ,中川郡池田町清見,42,55.2,143,27.5,42,10,1.5,#昭52.10.26,－,－,143.4583333,42.92,,1876,2750,,375,550
十勝,20451,雨,留真,ﾙｼﾝ,十勝郡浦幌町留真,42,55,143,39.7,40,－,－,昭59.10.1,－,－,143.6616667,42.91666667,,1892,2750,,378,550
十勝,20506,四,浦幌,ｳﾗﾎﾛ,十勝郡浦幌町桜町,42,48.5,143,39.4,20,8.3,1.5,#昭52.10.27,20945,－,143.6566667,42.80833333,,1892,2737,,378,547
十勝,20551,官,帯広泉,ｵﾋﾞﾋﾛｲｽﾞﾐ,帯広市泉町西9線中　帯広航空気象観測所,42,44,143,13,149,10,－,平15.1.1,20955,日照を除く,143.2166667,42.73333333,,1857,2728,,371,545
十勝,20556,四,糠内,ﾇｶﾅｲ,中川郡幕別町五位,42,47.2,143,19.7,70,10,1.5,昭53.10.30,－,－,143.3283333,42.78666667,,1866,2734,,373,546
十勝,20601,四,上札内,ｶﾐｻﾂﾅｲ,河西郡中札内村元札内西1線,42,38.5,143,5.8,251,10,1.5,昭52.10.25,20950,－,143.0966667,42.64166667,,1847,2717,,369,543
十勝,20606,四,更別,ｻﾗﾍﾞﾂ,河西郡更別村更別南2線,42,39.1,143,11.7,185,10,1.5,昭52.10.25,－,－,143.195,42.65166667,,1855,2718,,371,543
十勝,20631,四,大津,ｵｵﾂ,中川郡豊頃町大津寿町,42,41.2,143,38.8,4,10,1.5,昭52.10.27,－,－,143.6466667,42.68666667,,1891,2722,,378,544
十勝,20696,四,大樹,ﾀｲｷ,広尾郡大樹町柏木町,42,30,143,16.4,87,10,1.5,#昭52.10.26,20960,－,143.2733333,42.5,,1861,2700,,372,540
十勝,20751,官,広尾,ﾋﾛｵ,広尾郡広尾町並木通東　広尾特別地域気象観測所,42,17.6,143,19,32,20.1,－,#昭50.12.19,20965,－,143.3166667,42.29333333,,1865,2675,,373,535
胆振,21031,雨,安平,ｱﾋﾞﾗ,勇払郡安平町安平,42,48.8,141,49.7,32,－,－,#,21900,－,141.8283333,42.81333333,,1746,2737,,349,547
胆振,21111,四,厚真,ｱﾂﾏ,勇払郡厚真町朝日,42,43.8,141,53.3,20,10,1.5,#昭52.10.5,－,－,141.8883333,42.73,,1751,2727,,350,545
胆振,21126,四,穂別,ﾎﾍﾞﾂ,勇払郡むかわ町穂別,42,45.7,142,8.6,56,10,1.5,#昭52.10.5,21905,－,142.1433333,42.76166667,,1771,2731,,354,546
胆振,21161,四,大滝,ｵｵﾀｷ,伊達市大滝区本町,42,40.2,141,4.7,390,10,2.5,(昭50.6.3)昭52.10.7,21910,－,141.0783333,42.67,,1686,2720,,337,544
胆振,21171,四,森野,ﾓﾘﾉ,白老郡白老町森野,42,37.8,141,14.8,170,10,1.5,#昭52.10.27,－,－,141.2466667,42.63,,1699,2715,,339,543
胆振,21187,官,苫小牧,ﾄﾏｺﾏｲ,苫小牧市しらかば町　苫小牧特別地域気象観測所,42,37.4,141,32.8,6,20.2,－,昭63.6.25,21913,－,141.5466667,42.62333333,,1723,2714,,344,542
胆振,21226,四,大岸,ｵｵｷｼ,虻田郡豊浦町大岸,42,35.4,140,38.6,4,10,1.5,#昭52.10.11,21915,－,140.6433333,42.59,,1651,2710,,330,542
胆振,21237,雨,洞爺湖温泉,ﾄｳﾔｺｵﾝｾﾝ,虻田郡洞爺湖町洞爺湖温泉,42,33.9,140,48.4,85,－,－,昭53.12.8,－,－,140.8066667,42.565,,1664,2707,,332,541
胆振,21251,雨,カルルス,ｶﾙﾙｽ,登別市カルルス町,42,31,141,6.4,300,－,－,昭60.7.31,－,－,141.1066667,42.51666667,,1688,2702,,337,540
胆振,21261,四,白老,ｼﾗｵｲ,白老郡白老町高砂町,42,32.6,141,21.1,6,6.5,1.5,#昭52.10.6,21920,－,141.3516667,42.54333333,,1708,2705,,341,541
胆振,21276,四,鵡川,ﾑｶﾜ,勇払郡むかわ町豊城,42,35.4,141,56,10,6.5,1.5,#昭53.10.26,－,－,141.9333333,42.59,,1754,2710,,350,542
胆振,21297,四,伊達,ﾀﾞﾃ,伊達市館山下町,42,28.5,140,50.9,3,10,1.5,#昭52.10.11,－,－,140.8483333,42.475,,1667,2697,,333,539
胆振,21312,四,登別,ﾉﾎﾞﾘﾍﾞﾂ,登別市札内町,42,27.5,141,7.1,197,10,1.5,#昭58.8.10,21925,－,141.1183333,42.45833333,,1689,2695,,337,539
胆振,21323,官,室蘭,ﾑﾛﾗﾝ,室蘭市山手町　室蘭地方気象台,42,18.7,140,58.5,40,18.2,－,#昭60.7.1,21930,－,140.975,42.31166667,,1678,2677,,335,535
日高,22036,四,日高,ﾋﾀﾞｶ,沙流郡日高町本町東,42,52.6,142,26.5,280,10,1.5,昭52.10.19,22900,－,142.4416667,42.87666667,,1795,2745,,359,549
日高,22072,雨,仁世宇,ﾆｾｳ,沙流郡平取町仁世宇,42,46.3,142,21.5,150,－,－,昭60.9.25,－,－,142.3583333,42.77166667,,1788,2732,,357,546
日高,22106,雨,旭,ｱｻﾋ,沙流郡平取町旭地区,42,37.7,142,23.6,245,－,－,昭60.9.26,22906,－,142.3933333,42.62833333,,1791,2715,,358,543
日高,22141,四,日高門別,ﾋﾀﾞｶﾓﾝﾍﾞﾂ,沙流郡日高町富浜,42,29.8,142,3.2,47,10,1.5,#昭51.3.11,－,－,142.0533333,42.49666667,,1764,2699,,352,539
日高,22156,四,新和,ｼﾝﾜ,新冠郡新冠町新和,42,32.6,142,20,60,10,1.9,#昭52.10.18,－,－,142.3333333,42.54333333,,1786,2705,,357,541
日高,22206,雨,笹山,ｻｻﾔﾏ,日高郡新ひだか町静内御園,42,26,142,28.9,110,－,－,昭62.10.6,－,－,142.4816667,42.43333333,,1798,2692,,359,538
日高,22241,四,静内,ｼｽﾞﾅｲ,日高郡新ひだか町静内山手町,42,20.6,142,21.7,10,9.6,1.5,#昭52.10.17,22920,－,142.3616667,42.34333333,,1788,2681,,357,536
日高,22291,四,三石,ﾐﾂｲｼ,日高郡新ひだか町三石美野和,42,14.7,142,39.7,10,10,1.5,昭52.10.17,－,－,142.6616667,42.245,,1812,2669,,362,533
日高,22306,四,中杵臼,ﾅｶｷﾈｳｽ,浦河郡浦河町上杵臼,42,13.4,142,56.9,80,10,1.5,昭53.10.31,22910,－,142.9483333,42.22333333,,1835,2666,,367,533
日高,22327,官,浦河,ｳﾗｶﾜ,浦河郡浦河町潮見町　浦河特別地域気象観測所,42,9.7,142,46.6,37,18.1,－,#昭58.3.1,22913,－,142.7766667,42.16166667,,1822,2659,,364,531
日高,22356,雨,目黒,ﾒｸﾞﾛ,幌泉郡えりも町目黒,42,7.6,143,18.8,17,－,－,昭53.8.30,22915,－,143.3133333,42.12666667,,1865,2655,,373,531
日高,22366,雨,幌満,ﾎﾛﾏﾝ,様似郡様似町幌満,42,4.6,143,2.1,0,－,－,昭53.7.14,－,－,143.035,42.07666667,,1842,2649,,368,529
日高,22391,四,えりも岬,ｴﾘﾓﾐｻｷ,幌泉郡えりも町東洋,41,55.5,143,14.6,63,8,1.5,昭53.12.27,－,－,143.2433333,41.925,,1859,2631,,371,526
渡島,23031,四,長万部,ｵｼｬﾏﾝﾍﾞ,山越郡長万部町栄原,42,31.4,140,22.9,10,10,1.5,#昭52.10.12,23900,－,140.3816667,42.52333333,,1630,2702,,326,540
渡島,23086,四,八雲,ﾔｸﾓ,二海郡八雲町本町,42,15.1,140,16.3,8,9.4,1.5,#昭52.10.12,23905,－,140.2716667,42.25166667,,1621,2670,,324,534
渡島,23166,四,森,ﾓﾘ,茅部郡森町姫川,42,4,140,35.3,125,8,1.5,平14.3.1,23925,－,140.5883333,42.06666667,,1647,2648,,329,529
渡島,23191,雨,大沼,ｵｵﾇﾏ,亀田郡七飯町上軍川,41,58.6,140,42.9,165,－,－,#,23910,－,140.715,41.97666667,,1657,2637,,331,527
渡島,23206,四,川汲,ｶｯｸﾐ,函館市川汲町,41,54.3,140,58.2,25,10,1.5,#昭52.10.13,－,－,140.97,41.905,,1677,2628,,335,525
渡島,23226,四,北斗,ﾎｸﾄ,北斗市本町,41,53.2,140,39.2,25,10,1.5,#昭52.10.13,－,－,140.6533333,41.88666667,,1652,2626,,330,525
渡島,23232,官,函館,ﾊｺﾀﾞﾃ,函館市美原　函館地方気象台,41,49,140,45.2,35,25.7,－,平4.7.23,23915,－,140.7533333,41.81666667,,1660,2618,,332,523
渡島,23281,官,高松,ﾀｶﾏﾂ,函館市高松町　函館航空気象観測所,41,46.2,140,49.3,34,10,－,平15.1.1,23930,日照を除く,140.8216667,41.77,,1665,2612,,333,522
渡島,23291,雨,戸井泊,ﾄｲﾄﾏﾘ,函館市泊町,41,43,141,0.2,20,－,－,平15.3.20,－,－,141.0033333,41.71666667,,1680,2606,,336,521
渡島,23321,雨,知内,ｼﾘｳﾁ,上磯郡知内町上雷,41,35.9,140,22.5,24,－,－,平16.10.1,－,－,140.375,41.59833333,,1630,2591,,326,518
渡島,23326,四,木古内,ｷｺﾅｲ,上磯郡木古内町字本町,41,40.8,140,26.2,10,10,1.5,(昭50.4.18)昭52.10.14,－,－,140.4366667,41.68,,1634,2601,,326,520
渡島,23356,雨,千軒,ｾﾝｹﾞﾝ,松前郡福島町千軒,41,33.5,140,16.3,100,－,－,昭53.7.19,23920,－,140.2716667,41.55833333,,1621,2587,,324,517
渡島,23376,四,松前,ﾏﾂﾏｴ,松前郡松前町建石,41,25.4,140,5.2,30,10,1.5,#昭52.10.14,－,－,140.0866667,41.42333333,,1606,2570,,321,514
渡島,24141,四,熊石,ｸﾏｲｼ,二海郡八雲町熊石根崎町,42,7.7,139,59.1,12,10,1.5,#昭52.10.18,24905,－,139.985,42.12833333,,1598,2655,,319,531
檜山,24041,四,せたな,ｾﾀﾅ,久遠郡せたな町瀬棚区本町,42,27,139,51.1,10,10,1.5,#昭52.10.19,－,－,139.8516667,42.45,,1588,2694,,317,538
檜山,24051,四,今金,ｲﾏｶﾈ,瀬棚郡今金町今金,42,25.7,140,0.5,19,10,1.5,#昭52.10.19,24900,－,140.0083333,42.42833333,,1600,2691,,320,538
檜山,24101,四,奥尻,ｵｸｼﾘ,奥尻郡奥尻町稲穂,42,14.9,139,33.4,5,6.5,1.5,平12.1.28,－,－,139.5566667,42.24833333,,1564,2669,,312,533
檜山,24156,官,米岡,ﾖﾈｵｶ,奥尻郡奥尻町字米岡　奥尻航空気象観測所,42,4.3,139,25.9,49,10.4,－,平15.1.1,－,日照を除く,139.4316667,42.07166667,,1554,2648,,310,529
檜山,24166,雨,潮見,ｼｵﾐ,爾志郡乙部町潮見,42,2.3,140,5.3,50,－,－,#,－,－,140.0883333,42.03833333,,1607,2644,,321,528
檜山,24201,四,鶉,ｳｽﾞﾗ,檜山郡厚沢部町鶉町,41,55.8,140,18.7,53,10,1.5,昭52.10.18,24910,－,140.3116667,41.93,,1624,2631,,324,526
檜山,24217,官,江差,ｴｻｼ,檜山郡江差町姥神町　江差特別地域気象観測所,41,52,140,7.4,4,19.6,－,昭54.8.30,24915,－,140.1233333,41.86666667,,1609,2624,,321,524
檜山,24236,雨,石崎,ｲｼｻﾞｷ,檜山郡上ノ国町石崎,41,42,140,1.7,5,－,－,昭52.10.20,－,－,140.0283333,41.7,,1602,2604,,320,520
青森,31001,四,大間,ｵｵﾏ,下北郡大間町大間字狼丁,41,31.6,140,54.7,14,10,2,(昭50.5.24)昭51.11.24,31900,－,140.9116667,41.52666667,,1672,2583,,334,516
青森,31036,雨,湯野川,ﾕﾉｶﾜ,むつ市川内町湯野川,41,18.8,140,57.4,162,－,－,平17.10.21,－,－,140.9566667,41.31333333,,1676,2557,,335,511
青森,31111,官,むつ,ﾑﾂ,むつ市金曲　むつ特別地域気象観測所,41,17,141,12.6,3,11.1,－,#昭50.12.10,31903,－,141.21,41.28333333,,1696,2554,,339,510
青森,31121,四,小田野沢,ｵﾀﾞﾉｻﾜ,下北郡東通村小田野沢字中川目,41,14.1,141,23.8,6,10,1.5,昭51.11.22,－,－,141.3966667,41.235,,1711,2548,,342,509
青森,31136,四,今別,ｲﾏﾍﾞﾂ,東津軽郡今別町今別字中沢,41,10.8,140,28.9,30,10,1.5,(昭50.5.21)昭51.11.16,31905,－,140.4816667,41.18,,1638,2541,,327,508
青森,31156,四,脇野沢,ﾜｷﾉｻﾜ,むつ市脇野沢桂沢,41,8.7,140,49.3,15,10,1.5,昭51.11.25,31940,－,140.8216667,41.145,,1665,2537,,333,507
青森,31186,四,市浦,ｼｳﾗ,五所川原市相内,41,3.4,140,20.8,20,10,2,昭51.11.18,－,－,140.3466667,41.05666667,,1627,2526,,325,505
青森,31201,四,蟹田,ｶﾆﾀ,東津軽郡外ヶ浜町字蟹田鰐ケ淵,41,2.7,140,38,5,8.2,1.5,#昭51.11.17,－,－,140.6333333,41.045,,1650,2525,,330,505
青森,31296,四,五所川原,ｺﾞｼｮｶﾞﾜﾗ,五所川原市松島町,40,48.5,140,27.5,9,10,2,#昭51.11.19,31910,－,140.4583333,40.80833333,,1636,2497,,327,499
青森,31312,官,青森,ｱｵﾓﾘ,青森市花園　青森地方気象台,40,49.3,140,46.1,3,31.8,－,平元.12.1,31913,－,140.7683333,40.82166667,,1661,2498,,332,499
青森,31321,雨,大和山,ﾔﾏﾄﾔﾏ,東津軽郡平内町外童子字滝ノ沢,40,50.9,140,59.1,137,－,－,昭50.5.24,－,－,140.985,40.84833333,,1678,2501,,335,500
青森,31332,四,野辺地,ﾉﾍｼﾞ,上北郡野辺地町有戸鳥井平,40,53.1,141,9.6,14,10,2,平20.11.21,31916,－,141.16,40.885,,1692,2506,,338,501
青森,31336,四,六ケ所,ﾛｯｶｼｮ,上北郡六ヶ所村倉内字笹崎,40,53.1,141,16.3,80,8.3,2,昭57.9.22,－,－,141.2716667,40.885,,1701,2506,,340,501
青森,31366,四,鰺ケ沢,ｱｼﾞｶﾞｻﾜ,西津軽郡鰺ヶ沢町舞戸町字小夜,40,46.6,140,12.3,40,10,2,#昭51.11.22,31945,－,140.205,40.77666667,,1616,2493,,323,498
青森,31386,官,青森大谷,ｱｵﾓﾘｵｵﾀﾆ,青森市大字大谷字小谷　青森航空気象観測所,40,44,140,41.3,198,10,－,平15.1.1,－,日照を除く,140.6883333,40.73333333,,1655,2488,,331,497
青森,31411,雨,七戸,ｼﾁﾉﾍ,上北郡七戸町鶴児平,40,42.5,141,7.7,57,－,－,昭52.9.22,－,－,141.1283333,40.70833333,,1690,2485,,338,497
青森,31436,官,深浦,ﾌｶｳﾗ,西津軽郡深浦町大字深浦字岡町　深浦特別地域気象観測所,40,38.7,139,55.9,66,22.2,－,#昭50.3.22,31923,－,139.9316667,40.645,,1594,2477,,318,495
青森,31451,雨,岳,ﾀﾞｹ,弘前市常盤野字湯の沢,40,37.7,140,15.8,438,－,－,昭51.7.26,－,－,140.2633333,40.62833333,,1621,2475,,324,495
青森,31461,四,弘前,ﾋﾛｻｷ,弘前市和田町,40,36.7,140,27.3,30,10,1.5,#昭51.3.5,31920,－,140.455,40.61166667,,1636,2473,,327,494
青森,31466,四,黒石,ｸﾛｲｼ,黒石市馬場尻南,40,40,140,35.1,30,10,2,#昭51.11.22,－,－,140.585,40.66666667,,1646,2480,,329,496
青森,31482,四,酸ケ湯,ｽｶﾕ,青森市荒川字南荒川山国有林酸ヶ湯沢,40,38.9,140,50.9,890,10,6,(昭50.11.27)昭51.11.15,31925,－,140.8483333,40.64833333,,1667,2477,,333,495
青森,31506,四,三沢,ﾐｻﾜ,三沢市東町,40,40.5,141,22.5,39,8.1,1.5,#昭51.11.15,－,－,141.375,40.675,,1710,2481,,342,496
青森,31551,雨,大鰐,ｵｵﾜﾆ,南津軽郡大鰐町大字鯖石字浅瀬渕,40,31.8,140,33.3,63,－,－,平22.12.6,－,－,140.555,40.53,,1644,2463,,328,492
青森,31562,雨,温川,ﾇﾙｶﾜ,平川市切明津根川森,40,30.9,140,47,404,－,－,昭58.9.13,－,－,140.7833333,40.515,,1662,2461,,332,492
青森,31586,四,十和田,ﾄﾜﾀﾞ,十和田市相坂字相坂,40,35.7,141,14.8,42,10,1.5,#昭51.11.16,31950,－,141.2466667,40.595,,1699,2471,,339,494
青森,31602,官,八戸,ﾊﾁﾉﾍ,八戸市湊町字館鼻　八戸特別地域気象観測所,40,31.6,141,31.3,27,－,－,平19.3.29,31953,気温、雨、日照,141.5216667,40.52666667,,1721,2463,,344,492
青森,31602,官,八戸,ﾊﾁﾉﾍ,八戸市湊町字館鼻,40,31.6,141,31.3,26,27.5,－,平19.3.29,－,風,141.5216667,40.52666667,,1721,2463,,344,492
青森,31646,四,碇ケ関,ｲｶﾘｶﾞｾｷ,平川市碇ヶ関阿原,40,28.9,140,37.2,135,10,2,#昭51.11.24,31935,－,140.62,40.48166667,,1649,2457,,329,491
青森,31662,四,休屋,ﾔｽﾐﾔ,十和田市大字奥瀬字十和田湖畔休屋,40,25.6,140,53.9,414,10,2,昭57.10.15,－,－,140.8983333,40.42666667,,1671,2451,,334,490
青森,31671,雨,戸来,ﾍﾗｲ,三戸郡新郷村大字戸来字金ヶ沢坂ノ下,40,28.1,141,10.6,125,－,－,昭53.8.21,－,－,141.1766667,40.46833333,,1694,2456,,338,491
青森,31721,四,三戸,ｻﾝﾉﾍ,三戸郡三戸町川守田字寺ノ沢,40,23,141,15.4,60,10,1.5,#昭51.11.28,31955,－,141.2566667,40.38333333,,1700,2446,,340,489
秋田,32056,四,八森,ﾊﾁﾓﾘ,山本郡八峰町八森字チコキ,40,24.8,139,56.9,34,10,2,(昭50.5.24)昭51.11.27,－,－,139.9483333,40.41333333,,1595,2449,,319,489
秋田,32071,雨,藤里,ﾌｼﾞｻﾄ,山本郡藤里町藤琴字大落,40,19.2,140,17.6,68,－,－,昭53.8.22,－,－,140.2933333,40.32,,1623,2438,,324,487
秋田,32091,雨,陣場,ｼﾞﾝﾊﾞ,大館市長走字陣場,40,24.2,140,36.5,176,－,－,#,－,－,140.6083333,40.40333333,,1648,2448,,329,489
秋田,32096,雨,藤原,ﾌｼﾞﾜﾗ,鹿角郡小坂町上向字藤原,40,21.2,140,46.8,280,－,－,昭58.9.21,－,－,140.78,40.35333333,,1662,2442,,332,488
秋田,32111,四,能代,ﾉｼﾛ,能代市緑町,40,11.9,140,1.9,6,19,2,#昭51.11.30,32900,－,140.0316667,40.19833333,,1602,2423,,320,484
秋田,32126,四,鷹巣,ﾀｶﾉｽ,北秋田市旭町,40,13.6,140,22.3,29,10.4,2.5,#昭51.4.1,32905,－,140.3716667,40.22666667,,1629,2427,,325,485
秋田,32136,四,大館,ｵｵﾀﾞﾃ,大館市出川字上野,40,15.1,140,30.3,49,10,2.5,#昭51.11.25,－,－,140.505,40.25166667,,1640,2430,,328,486
